payment_id,student_id,term_id,amount_required,amount_paid,balance,payment_status,last_payment_date
146a5095-b8bb-442c-97f3-f1e597663e26,899f4302-6616-44ef-9bcc-e554ef6b2f9e,0973de7f-2453-445c-b301-5b342cffee1e,15000.0,12831.69,2168.31,partial,2023-05-18
3d06444c-d166-44d9-8999-4cc63128c0f0,899f4302-6616-44ef-9bcc-e554ef6b2f9e,813bb2a0-b305-42bd-9779-cc36fa0c5c7a,15000.0,12974.84,2025.16,partial,2023-09-05
5cb508bd-59c5-4ce2-bd82-1ce0150bb552,899f4302-6616-44ef-9bcc-e554ef6b2f9e,3a70bf49-bac3-4616-b371-42aa9fad103a,15000.0,14586.13,413.87,paid,2024-01-27
a892f4a0-a5ef-42c7-a7fb-609c717d091e,899f4302-6616-44ef-9bcc-e554ef6b2f9e,8e397040-2590-4180-8ef2-878cf84ea9e2,15000.0,13910.96,1089.04,partial,2024-06-04
fa9a3e63-1afb-4558-b76b-796c7b1043ee,899f4302-6616-44ef-9bcc-e554ef6b2f9e,a1841516-9d5f-4bb5-903b-88e07826faa1,15000.0,12799.16,2200.84,partial,2024-09-17
f3962a1e-d557-47a0-8285-b352f36627ba,899f4302-6616-44ef-9bcc-e554ef6b2f9e,7407afdd-507f-4ac2-a8da-b3932b0bd714,15000.0,14837.56,162.44,paid,2025-01-08
8c5ca3c9-3c35-4635-b532-583e82dbbb14,899f4302-6616-44ef-9bcc-e554ef6b2f9e,55c4c8c4-96a6-46c6-b369-0c84049769a8,15000.0,13831.38,1168.62,partial,2025-05-23
5245c956-a27c-41ee-a80d-2fbb766d022e,48f71c24-143d-4acd-8ca1-9a7b3a844535,04f0b3fe-80c2-4d2d-9edc-2d7d63fe8bfc,15000.0,14783.22,216.78,paid,2023-01-26
2d45698d-2120-49c4-915c-945b4765d460,48f71c24-143d-4acd-8ca1-9a7b3a844535,0973de7f-2453-445c-b301-5b342cffee1e,15000.0,13384.38,1615.62,partial,2023-05-23
dc55b076-c6dc-465f-8778-6a2d513642bf,48f71c24-143d-4acd-8ca1-9a7b3a844535,813bb2a0-b305-42bd-9779-cc36fa0c5c7a,15000.0,13273.85,1726.15,partial,2023-10-01
a6fdb559-9aba-4484-81f3-39ede65ee05e,48f71c24-143d-4acd-8ca1-9a7b3a844535,3a70bf49-bac3-4616-b371-42aa9fad103a,15000.0,12873.78,2126.22,partial,2024-01-15
9b7f076d-c5e6-4c65-a2eb-11f502e1705d,48f71c24-143d-4acd-8ca1-9a7b3a844535,8e397040-2590-4180-8ef2-878cf84ea9e2,15000.0,12804.43,2195.57,partial,2024-05-24
cea4b697-a530-4c22-bb8b-7cef2f05ee86,48f71c24-143d-4acd-8ca1-9a7b3a844535,a1841516-9d5f-4bb5-903b-88e07826faa1,15000.0,13574.93,1425.07,partial,2024-09-11
a1ab91e9-95f1-4aad-aba1-2700fa34b848,48f71c24-143d-4acd-8ca1-9a7b3a844535,7407afdd-507f-4ac2-a8da-b3932b0bd714,15000.0,13260.11,1739.89,partial,2025-01-17
02906b94-5974-441e-9286-00bfac15da2c,48f71c24-143d-4acd-8ca1-9a7b3a844535,55c4c8c4-96a6-46c6-b369-0c84049769a8,15000.0,13481.31,1518.69,partial,2025-06-02
978ddf6a-cc4d-4d05-8a93-cbd04928b05f,d27cdb49-a2c6-4a2e-934a-3dce7a77ea21,04f0b3fe-80c2-4d2d-9edc-2d7d63fe8bfc,15000.0,14473.04,526.96,paid,2023-01-30
d603e7b4-7a23-45f7-aae2-d809e218579c,d27cdb49-a2c6-4a2e-934a-3dce7a77ea21,0973de7f-2453-445c-b301-5b342cffee1e,15000.0,13257.62,1742.38,partial,2023-06-01
cb0056eb-b868-4ecf-a0b7-4595c19dbf80,d27cdb49-a2c6-4a2e-934a-3dce7a77ea21,813bb2a0-b305-42bd-9779-cc36fa0c5c7a,15000.0,12954.06,2045.94,partial,2023-09-14
8e6ad2a4-cf41-4872-a3e6-ae239c225ae0,d27cdb49-a2c6-4a2e-934a-3dce7a77ea21,3a70bf49-bac3-4616-b371-42aa9fad103a,15000.0,12799.65,2200.35,partial,2024-01-12
edcc4d67-eceb-45fe-854c-be2a525284e5,d27cdb49-a2c6-4a2e-934a-3dce7a77ea21,8e397040-2590-4180-8ef2-878cf84ea9e2,15000.0,13482.54,1517.46,partial,2024-05-16
ebbe4697-2c1f-49b9-b682-d1d210befceb,d27cdb49-a2c6-4a2e-934a-3dce7a77ea21,a1841516-9d5f-4bb5-903b-88e07826faa1,15000.0,14781.28,218.72,paid,2024-09-24
84e0be7a-3b57-47ee-ab83-34f295118cc8,d27cdb49-a2c6-4a2e-934a-3dce7a77ea21,7407afdd-507f-4ac2-a8da-b3932b0bd714,15000.0,14034.27,965.73,partial,2025-02-04
0fa2a450-e3fe-4067-924b-1ce4ca2dbd7b,d27cdb49-a2c6-4a2e-934a-3dce7a77ea21,55c4c8c4-96a6-46c6-b369-0c84049769a8,15000.0,12964.41,2035.59,partial,2025-05-21
2c4f1d6d-f647-4e42-9c02-1847590ea445,4a251595-303b-4687-ab96-39ab6c133912,04f0b3fe-80c2-4d2d-9edc-2d7d63fe8bfc,15000.0,13926.16,1073.84,partial,2023-02-05
75d6ac0e-a549-4e90-98fd-c433f5aa27eb,4a251595-303b-4687-ab96-39ab6c133912,0973de7f-2453-445c-b301-5b342cffee1e,15000.0,14037.74,962.26,partial,2023-06-04
e383e6e1-c85f-4de5-a066-c2b64c094344,4a251595-303b-4687-ab96-39ab6c133912,813bb2a0-b305-42bd-9779-cc36fa0c5c7a,15000.0,14732.7,267.3,paid,2023-09-10
605ab749-d142-4436-b1cd-80eb0a7ba814,4a251595-303b-4687-ab96-39ab6c133912,3a70bf49-bac3-4616-b371-42aa9fad103a,15000.0,14528.72,471.28,paid,2024-02-04
eef483b0-e94a-48d8-aea9-293f0fa73d0f,4a251595-303b-4687-ab96-39ab6c133912,8e397040-2590-4180-8ef2-878cf84ea9e2,15000.0,12954.06,2045.94,partial,2024-05-22
d6fbf8e0-b8ed-4f85-9860-f464f4e5e4e9,4a251595-303b-4687-ab96-39ab6c133912,a1841516-9d5f-4bb5-903b-88e07826faa1,15000.0,14775.11,224.89,paid,2024-09-13
5190808f-f5ef-4904-ba21-2e4453b70d8f,4a251595-303b-4687-ab96-39ab6c133912,7407afdd-507f-4ac2-a8da-b3932b0bd714,15000.0,13180.82,1819.18,partial,2025-01-19
b82c71cc-c68c-488b-b198-75e23577f1c4,4a251595-303b-4687-ab96-39ab6c133912,55c4c8c4-96a6-46c6-b369-0c84049769a8,15000.0,13041.71,1958.29,partial,2025-06-02
ec94969d-adef-4f13-acca-dcb4386d576d,1af21662-0574-4cc3-a41a-39005eaf1d7a,04f0b3fe-80c2-4d2d-9edc-2d7d63fe8bfc,15000.0,13124.59,1875.41,partial,2023-01-22
23924275-a382-4265-a750-48e411ff5605,1af21662-0574-4cc3-a41a-39005eaf1d7a,0973de7f-2453-445c-b301-5b342cffee1e,15000.0,14343.44,656.56,paid,2023-06-06
a0dc6087-453d-413c-8f74-99f1cd7bbc61,1af21662-0574-4cc3-a41a-39005eaf1d7a,813bb2a0-b305-42bd-9779-cc36fa0c5c7a,15000.0,12876.72,2123.28,partial,2023-09-22
71e4227b-d1e9-40a7-9dab-868cc15af7dc,1af21662-0574-4cc3-a41a-39005eaf1d7a,3a70bf49-bac3-4616-b371-42aa9fad103a,15000.0,13949.24,1050.76,partial,2024-02-05
1be47bab-558d-4101-8fd2-63a431040f1e,1af21662-0574-4cc3-a41a-39005eaf1d7a,8e397040-2590-4180-8ef2-878cf84ea9e2,15000.0,14410.28,589.72,paid,2024-05-29
9434ace6-77d4-4c90-887f-020caeaa6a0e,1af21662-0574-4cc3-a41a-39005eaf1d7a,a1841516-9d5f-4bb5-903b-88e07826faa1,15000.0,13856.79,1143.21,partial,2024-09-16
d0d3219f-a432-4ff3-bfb4-2fb013d7d816,1af21662-0574-4cc3-a41a-39005eaf1d7a,7407afdd-507f-4ac2-a8da-b3932b0bd714,15000.0,13946.15,1053.85,partial,2025-01-23
c6c9aad1-7b52-4050-99f5-0eb90481465d,1af21662-0574-4cc3-a41a-39005eaf1d7a,55c4c8c4-96a6-46c6-b369-0c84049769a8,15000.0,13725.23,1274.77,partial,2025-05-15
d04f5118-64d7-487a-8506-62bd2f0538dd,c7275b0e-c642-4888-bc85-4d4dd0f52b87,04f0b3fe-80c2-4d2d-9edc-2d7d63fe8bfc,15000.0,14329.85,670.15,paid,2023-01-23
f9cfda0e-883e-43b3-a010-372c166eaf50,c7275b0e-c642-4888-bc85-4d4dd0f52b87,0973de7f-2453-445c-b301-5b342cffee1e,15000.0,14529.96,470.04,paid,2023-05-13
e906526c-6fbd-44a4-a536-97daa00bd323,c7275b0e-c642-4888-bc85-4d4dd0f52b87,813bb2a0-b305-42bd-9779-cc36fa0c5c7a,15000.0,13308.72,1691.28,partial,2023-09-10
7cd9e75c-3256-4ca8-8cf9-62fc75bfbed2,c7275b0e-c642-4888-bc85-4d4dd0f52b87,3a70bf49-bac3-4616-b371-42aa9fad103a,15000.0,12915.6,2084.4,partial,2024-01-19
04be7dce-610f-4ebd-91b0-2d2fcf504953,c7275b0e-c642-4888-bc85-4d4dd0f52b87,8e397040-2590-4180-8ef2-878cf84ea9e2,15000.0,13220.08,1779.92,partial,2024-05-24
0fda7b04-c4c1-47ee-9c8f-cad88c49d033,c7275b0e-c642-4888-bc85-4d4dd0f52b87,a1841516-9d5f-4bb5-903b-88e07826faa1,15000.0,13200.53,1799.47,partial,2024-09-09
6f4464ea-1158-4f31-89f5-32000a19938f,c7275b0e-c642-4888-bc85-4d4dd0f52b87,7407afdd-507f-4ac2-a8da-b3932b0bd714,15000.0,13158.61,1841.39,partial,2025-01-07
8faef860-734e-4e64-a65d-b0dda6db9813,c7275b0e-c642-4888-bc85-4d4dd0f52b87,55c4c8c4-96a6-46c6-b369-0c84049769a8,15000.0,14701.6,298.4,paid,2025-05-12
a36c2eaf-67f8-41d4-aefc-fa661bcc9e2b,2c114253-6a98-4428-bef3-0cadf3e12103,04f0b3fe-80c2-4d2d-9edc-2d7d63fe8bfc,15000.0,14335.49,664.51,paid,2023-01-10
033d670b-d8eb-4fb6-8d4a-e91c3dcff87a,2c114253-6a98-4428-bef3-0cadf3e12103,0973de7f-2453-445c-b301-5b342cffee1e,15000.0,12881.02,2118.98,partial,2023-05-26
c8ea52ba-ebc8-4af6-97d6-0a23fe00f4e8,2c114253-6a98-4428-bef3-0cadf3e12103,813bb2a0-b305-42bd-9779-cc36fa0c5c7a,15000.0,14647.9,352.1,paid,2023-09-23
c39ffdfc-e718-43d5-ba6e-069b932f19f3,2c114253-6a98-4428-bef3-0cadf3e12103,3a70bf49-bac3-4616-b371-42aa9fad103a,15000.0,13422.84,1577.16,partial,2024-01-23
0b696d1c-e9a1-498c-b454-b63a7726ab1e,2c114253-6a98-4428-bef3-0cadf3e12103,8e397040-2590-4180-8ef2-878cf84ea9e2,15000.0,13664.98,1335.02,partial,2024-05-11
1dcbc4cc-fb8b-4d0c-acf8-909b1f706330,2c114253-6a98-4428-bef3-0cadf3e12103,a1841516-9d5f-4bb5-903b-88e07826faa1,15000.0,14056.35,943.65,partial,2024-09-06
617b4f19-8622-491b-929c-18e5cb93c71f,2c114253-6a98-4428-bef3-0cadf3e12103,7407afdd-507f-4ac2-a8da-b3932b0bd714,15000.0,12991.32,2008.68,partial,2025-02-04
4b68ffa8-9aa4-446a-a07e-f85b24093752,2c114253-6a98-4428-bef3-0cadf3e12103,55c4c8c4-96a6-46c6-b369-0c84049769a8,15000.0,14094.22,905.78,partial,2025-05-11
cca2b6ad-8560-46fc-9818-2dfc69cb0195,dfc95384-6cd7-49cf-9280-a75a13715302,04f0b3fe-80c2-4d2d-9edc-2d7d63fe8bfc,15000.0,14808.18,191.82,paid,2023-01-22
532bcf4b-c7d9-43e4-9977-9c5d129a55f2,dfc95384-6cd7-49cf-9280-a75a13715302,0973de7f-2453-445c-b301-5b342cffee1e,15000.0,13668.82,1331.18,partial,2023-06-01
8d99b6c2-3ac1-437d-87bc-a8b5a1635e67,dfc95384-6cd7-49cf-9280-a75a13715302,813bb2a0-b305-42bd-9779-cc36fa0c5c7a,15000.0,14802.66,197.34,paid,2023-09-08
ed15f160-65af-4ef2-9de9-a984d29f9edd,dfc95384-6cd7-49cf-9280-a75a13715302,3a70bf49-bac3-4616-b371-42aa9fad103a,15000.0,13513.18,1486.82,partial,2024-02-06
23caf257-cfca-4254-ae78-31dbfac83d65,dfc95384-6cd7-49cf-9280-a75a13715302,8e397040-2590-4180-8ef2-878cf84ea9e2,15000.0,14717.56,282.44,paid,2024-05-18
9024b0d2-b5ea-4ee2-9696-eb3113cdead5,dfc95384-6cd7-49cf-9280-a75a13715302,a1841516-9d5f-4bb5-903b-88e07826faa1,15000.0,13538.88,1461.12,partial,2024-09-25
d0de4546-f264-4800-aebc-215e8a3ecd2b,dfc95384-6cd7-49cf-9280-a75a13715302,7407afdd-507f-4ac2-a8da-b3932b0bd714,15000.0,14490.05,509.95,paid,2025-02-02
912b743f-880d-4796-94e8-35bab7a68926,dfc95384-6cd7-49cf-9280-a75a13715302,55c4c8c4-96a6-46c6-b369-0c84049769a8,15000.0,14134.93,865.07,partial,2025-05-29
61cab694-407d-43e8-844e-794d88470b92,5275eb81-ddb4-4e84-a7d5-cf07c9b9b5c0,04f0b3fe-80c2-4d2d-9edc-2d7d63fe8bfc,15000.0,9091.94,5908.06,unpaid,2023-01-11
486127e7-704b-41ca-80fd-26ef0dae8395,5275eb81-ddb4-4e84-a7d5-cf07c9b9b5c0,0973de7f-2453-445c-b301-5b342cffee1e,15000.0,6003.28,8996.72,partial,2023-05-29
836fbc3a-c36d-409c-92c0-abc23dabf94a,5275eb81-ddb4-4e84-a7d5-cf07c9b9b5c0,813bb2a0-b305-42bd-9779-cc36fa0c5c7a,15000.0,8422.42,6577.58,partial,2023-09-11
619748fb-42ee-41f1-8122-acfe248c7b7f,5275eb81-ddb4-4e84-a7d5-cf07c9b9b5c0,3a70bf49-bac3-4616-b371-42aa9fad103a,15000.0,4784.54,10215.46,partial,2024-01-24
849e4234-9d36-42f6-a6d9-a230c91effc5,5275eb81-ddb4-4e84-a7d5-cf07c9b9b5c0,8e397040-2590-4180-8ef2-878cf84ea9e2,15000.0,8174.89,6825.11,unpaid,2024-06-03
4b03be12-342d-4927-a3c8-3ebe886b8952,5275eb81-ddb4-4e84-a7d5-cf07c9b9b5c0,a1841516-9d5f-4bb5-903b-88e07826faa1,15000.0,6889.02,8110.98,partial,2024-09-17
a95a7767-6424-4d5d-bf1a-5d067f1a879f,5275eb81-ddb4-4e84-a7d5-cf07c9b9b5c0,7407afdd-507f-4ac2-a8da-b3932b0bd714,15000.0,6240.21,8759.79,partial,2025-01-19
c6ecf46f-15b8-48ec-b875-17a31d137a11,5275eb81-ddb4-4e84-a7d5-cf07c9b9b5c0,55c4c8c4-96a6-46c6-b369-0c84049769a8,15000.0,7256.56,7743.44,unpaid,2025-05-09
bdf1d73a-44ab-4ef6-ab27-21ff0c5dc4c1,bbf1dcbf-3b6e-46cd-a56f-4d5049933014,04f0b3fe-80c2-4d2d-9edc-2d7d63fe8bfc,15000.0,14400.62,599.38,paid,2023-01-20
a2c06400-b7e9-4e13-8ed0-e26f07840886,bbf1dcbf-3b6e-46cd-a56f-4d5049933014,0973de7f-2453-445c-b301-5b342cffee1e,15000.0,14410.06,589.94,paid,2023-05-12
db50e1b0-8919-4235-907a-0ffa92c3827b,bbf1dcbf-3b6e-46cd-a56f-4d5049933014,813bb2a0-b305-42bd-9779-cc36fa0c5c7a,15000.0,14382.71,617.29,paid,2023-09-30
de70a8ca-f553-44a4-b73c-1108f5c518cc,bbf1dcbf-3b6e-46cd-a56f-4d5049933014,3a70bf49-bac3-4616-b371-42aa9fad103a,15000.0,13948.28,1051.72,partial,2024-01-17
47b3bccd-ffb9-420f-a74b-81aa74ce4b88,bbf1dcbf-3b6e-46cd-a56f-4d5049933014,8e397040-2590-4180-8ef2-878cf84ea9e2,15000.0,13756.63,1243.37,partial,2024-05-12
9c909829-81a5-4a95-bccd-19cfcd713108,bbf1dcbf-3b6e-46cd-a56f-4d5049933014,a1841516-9d5f-4bb5-903b-88e07826faa1,15000.0,14378.57,621.43,paid,2024-09-05
9a4a07b6-2f64-49f6-9aa6-bd18f14f42e7,bbf1dcbf-3b6e-46cd-a56f-4d5049933014,7407afdd-507f-4ac2-a8da-b3932b0bd714,15000.0,12889.89,2110.11,partial,2025-01-15
bc699052-d79d-4723-a5a1-0163c4c6fe1f,bbf1dcbf-3b6e-46cd-a56f-4d5049933014,55c4c8c4-96a6-46c6-b369-0c84049769a8,15000.0,12962.23,2037.77,partial,2025-06-01
19c0223f-5b45-4275-bb95-1c34b97fb337,1e1be730-3dab-4883-bbac-7c52299bf4ac,04f0b3fe-80c2-4d2d-9edc-2d7d63fe8bfc,15000.0,14259.19,740.81,paid,2023-01-22
6b795bb0-a0a5-40cd-ab91-733671b378a5,1e1be730-3dab-4883-bbac-7c52299bf4ac,0973de7f-2453-445c-b301-5b342cffee1e,15000.0,13427.02,1572.98,partial,2023-06-06
1bb38fca-9ddb-44b7-8d67-d1c3f9feca68,1e1be730-3dab-4883-bbac-7c52299bf4ac,813bb2a0-b305-42bd-9779-cc36fa0c5c7a,15000.0,13794.76,1205.24,partial,2023-10-01
4ad7c7ed-b137-4e00-a51f-83aa08db8c8d,1e1be730-3dab-4883-bbac-7c52299bf4ac,3a70bf49-bac3-4616-b371-42aa9fad103a,15000.0,13046.18,1953.82,partial,2024-01-13
6843f7b7-93f0-4950-92af-9720d3e517bd,1e1be730-3dab-4883-bbac-7c52299bf4ac,8e397040-2590-4180-8ef2-878cf84ea9e2,15000.0,13849.11,1150.89,partial,2024-05-18
811816c8-8be1-4b43-b272-a546d39be543,1e1be730-3dab-4883-bbac-7c52299bf4ac,a1841516-9d5f-4bb5-903b-88e07826faa1,15000.0,14560.33,439.67,paid,2024-09-26
73ed1f88-1bd1-4e93-9fc5-202301b81728,1e1be730-3dab-4883-bbac-7c52299bf4ac,7407afdd-507f-4ac2-a8da-b3932b0bd714,15000.0,13279.87,1720.13,partial,2025-01-26
18498326-32e8-4b9b-a637-424132330b88,1e1be730-3dab-4883-bbac-7c52299bf4ac,55c4c8c4-96a6-46c6-b369-0c84049769a8,15000.0,14482.36,517.64,paid,2025-05-19
41578bf6-d7d0-4969-948b-c9c066eebeee,f19e3489-a7b0-40fc-a5b4-adc7eb75efc2,04f0b3fe-80c2-4d2d-9edc-2d7d63fe8bfc,15000.0,13355.43,1644.57,partial,2023-02-02
a0b9c700-649b-4556-83cd-056766b8b9e1,f19e3489-a7b0-40fc-a5b4-adc7eb75efc2,0973de7f-2453-445c-b301-5b342cffee1e,15000.0,14826.19,173.81,paid,2023-05-22
0b9fecec-789f-4048-ba10-2882c201f09d,f19e3489-a7b0-40fc-a5b4-adc7eb75efc2,813bb2a0-b305-42bd-9779-cc36fa0c5c7a,15000.0,13904.95,1095.05,partial,2023-09-16
b01d021c-bda3-46d2-9576-fe22ed44fcd2,f19e3489-a7b0-40fc-a5b4-adc7eb75efc2,3a70bf49-bac3-4616-b371-42aa9fad103a,15000.0,13517.09,1482.91,partial,2024-02-04
45c7f533-2949-4843-8e45-b424368f64a0,f19e3489-a7b0-40fc-a5b4-adc7eb75efc2,8e397040-2590-4180-8ef2-878cf84ea9e2,15000.0,14410.36,589.64,paid,2024-05-27
3358801f-7e91-4d63-9817-205a527ba17d,f19e3489-a7b0-40fc-a5b4-adc7eb75efc2,a1841516-9d5f-4bb5-903b-88e07826faa1,15000.0,14736.16,263.84,paid,2024-09-22
4d2b4869-b620-49e9-9221-bd89dc39dcac,f19e3489-a7b0-40fc-a5b4-adc7eb75efc2,7407afdd-507f-4ac2-a8da-b3932b0bd714,15000.0,13195.64,1804.36,partial,2025-01-18
d128d70a-cb37-4e1a-a37a-670f20ba0efc,f19e3489-a7b0-40fc-a5b4-adc7eb75efc2,55c4c8c4-96a6-46c6-b369-0c84049769a8,15000.0,14567.49,432.51,paid,2025-05-07
5a050a07-e91d-4db2-8937-df94bb1f0c71,fbed3430-d7ca-4388-81b1-14356dd475ca,04f0b3fe-80c2-4d2d-9edc-2d7d63fe8bfc,15000.0,13275.39,1724.61,partial,2023-01-31
df85bb75-c0d7-473b-95d3-cdd943f5a5a5,fbed3430-d7ca-4388-81b1-14356dd475ca,0973de7f-2453-445c-b301-5b342cffee1e,15000.0,13411.98,1588.02,partial,2023-06-01
775727ab-cbd0-4a13-900e-6800e54ea0f2,fbed3430-d7ca-4388-81b1-14356dd475ca,813bb2a0-b305-42bd-9779-cc36fa0c5c7a,15000.0,13503.19,1496.81,partial,2023-09-27
b9277011-5c7b-48e1-bb21-23d7354bfc94,fbed3430-d7ca-4388-81b1-14356dd475ca,3a70bf49-bac3-4616-b371-42aa9fad103a,15000.0,13817.4,1182.6,partial,2024-01-21
10b19ac6-6353-431c-83dc-a2f6727fd645,fbed3430-d7ca-4388-81b1-14356dd475ca,8e397040-2590-4180-8ef2-878cf84ea9e2,15000.0,13197.01,1802.99,partial,2024-05-23
069d8c22-f3fa-4dd9-ad3d-04e035e4a94e,fbed3430-d7ca-4388-81b1-14356dd475ca,a1841516-9d5f-4bb5-903b-88e07826faa1,15000.0,14731.15,268.85,paid,2024-09-04
a2f8b797-64ce-4005-a28e-f5216c1e3619,fbed3430-d7ca-4388-81b1-14356dd475ca,7407afdd-507f-4ac2-a8da-b3932b0bd714,15000.0,14337.3,662.7,paid,2025-01-09
ebfb9923-260a-4c8b-951f-404632ba2206,fbed3430-d7ca-4388-81b1-14356dd475ca,55c4c8c4-96a6-46c6-b369-0c84049769a8,15000.0,14673.38,326.62,paid,2025-05-14
e6d456d3-9370-447b-85ea-d8d4422d69d4,9621e790-fd5e-4832-97c2-1efe52645eda,04f0b3fe-80c2-4d2d-9edc-2d7d63fe8bfc,15000.0,12830.76,2169.24,paid,2023-01-13
5209abeb-32c3-4ac4-a95b-8e302a556d2e,9621e790-fd5e-4832-97c2-1efe52645eda,0973de7f-2453-445c-b301-5b342cffee1e,15000.0,9007.78,5992.22,paid,2023-05-23
20df287e-4fa5-452d-b869-de82d4343e9c,9621e790-fd5e-4832-97c2-1efe52645eda,813bb2a0-b305-42bd-9779-cc36fa0c5c7a,15000.0,9570.44,5429.56,paid,2023-09-05
